Mauro Cociglio                                    	        17	ippm (11), quic (5), ipv6 (4), idr (1), mpls (1)
John Cowan                                        	        17	ietf-languages (16), json (1)
Jose M. Recio                                     	        17	mmusic (17), last-call (1)
Steven Valdez                                     	        17	privacy-pass (17)
Tobias Sattler                                    	        17	regext (17)
Jasdip Singh                                      	        17	regext (17)
Mike Ounsworth                                    	        17	spasm (11), secdispatch (6), saag (1)
Mingliang Pei                                     	        17	teep (17), suit (1)
Vijay Aswadhati                                   	        17	txauth (17)
Georgios Z. Papadopoulos                          	        16	roll (9), raw (5), ace (1), lp-wan (1)
Megan Ferguson                                    	        16	spasm (4), idr (2), ipv6 (2), acme (1), anima (1), dhcwg (1), dime (1), dnsext (1), mmusic (1), tls (1), tsvwg (1)
Yisong Liu                                        	        16	ipv6 (5), spring (4), pim (3), bier (2), idr (2), bess (1), opsawg (1), rtg-bfd (1)
Mukund Sivaraman                                  	        16	dnsop (13), ietf (3)
Samuel Weiler                                     	        16	ietf (8), tools-discuss (4), last-call (3), secdir (3), extra (1), mpls (1), venue-selection (1)
Andrei Gurtov                                     	        16	tm-rid (14), hipsec (2)
Cenk Gündoğan                                     	        16	icnrg (10), tools-discuss (3), xml2rfc-dev (3)
Dr. Kenneth L. Calvert                            	        16	icnrg (16)
Barak Gafni                                       	        16	ippm (8), ippm-ioam-ix-dt (7), tsvwg (1)
Konrad Kohbrok                                    	        16	mls (16)
Olga Havel                                        	        16	nmrg (16)
Remous-Aris Koutsiamanis                          	        16	roll (14), raw (2)
Yuehua Wei                                        	        16	rift (10), sfc (6)
Lionel Morand                                     	        15	3gpp-ietf-coord (12), quic (2), dime (1)
Hannu Flinck                                      	        15	quic (10), dmm (3), 6gip (1), tsvwg (1)
Sarah Banks                                       	        15	last-call (4), rfc-interest (4), bmwg (3), 6lo (2), ietf (2), quic (1), rfced-future (1), venue-selection (1)
Liang Xia                                         	        15	rats (7), last-call (4), secdir (4), anima (3), cellar (1), dots (1), ntp (1), tcpm (1), v6ops (1)
Geoff Huston                                      	        15	rtg-dir (5), v6ops (4), architecture-discuss (2), babel (2), dns-privacy (2), dnsop (2), last-call (2)
Peter Saint-Andre                                 	        15	ietf (6), uta (3), txauth (2), art (1), ice (1), rfc-interest (1), rfced-future (1), uri-review (1), urn (1)
Niklas Widell                                     	        15	asdf (13), wgchairs (2)
Antonin Décimo                                    	        15	babel (14), last-call (2)
Gaurav Dawra                                      	        15	spring (5), bess (4), idr (4), lsvr (2), ipv6 (1)
Haibo Wang                                        	        15	idr (10), bess (5), lsr (1)
Yuanlong Jiang                                    	        15	ccamp (10), detnet (2), tictoc (2), ntp (1)
Radek Krejčí                                      	        15	yang-doctors (9), netconf (6), ccamp (3), last-call (3), netmod (3), opsawg (2), tsvwg (1)
Stefan Santesson                                  	        15	secdispatch (5), last-call (4), secdir (4), emu (3), pkix (3), svt (2), extra (1), spasm (1)
Jon Peterson                                      	        15	stir (13), last-call (2), sipcore (2), gen-art (1), secdir (1)
Erik Wilde                                        	        15	httpapi (13), httpbisa (1), uri-review (1)
Daniel Stenberg                                   	        15	httpbisa (15), quic (1)
Amos Jeffries                                     	        15	httpbisa (15)
samier barguil                                    	        15	opsawg (8), i2rs (5), idr (1), netmod (1)
Theodore Ts'o                                     	        15	ietf (15)
Flemming Andreasen                                	        15	mmusic (13), ietf (1), opsawg (1), rfc-interest (1), wgchairs (1)
Carl Wallace                                      	        15	spasm (10), secdir (5), last-call (3)
Sorin Faibish                                     	        15	nfsv4 (10), teep (3), secdispatch (2)
Joseph Heenan                                     	        15	oauth (15)
Steven Blake                                      	        15	tsvwg (15)
John Grant                                        	        14	5gangip (6), architecture-discuss (4), 6gip (3), raw (1)
Neil Cook                                         	        14	add (7), dns-privacy (7), last-call (2)
Anthony Rutkowski                                 	        14	add (10), tls (4)
Dan York                                          	        14	manycouches (5), architecture-discuss (2), dnsop (2), ietf-and-github (2), tools-discuss (2), dns-privacy (1), rfc-interest (1)
Satoru Matsushima                                 	        14	spring (6), dmm (5), ipv6 (2), bess (1), lsr (1)
Yongqing Zhu                                      	        14	idr (5), lsr (3), spring (3), bier (1), pce (1), rtgwg (1)
Jonathan Beri                                     	        14	cbor (6), t2trg (5), core (3)
Feng Hao                                          	        14	cfrg (13), saag (1)
Dr. Hugo Krawczyk                                 	        14	cfrg (13), tls (4)
Jéferson Campos Nobre                             	        14	nmrg (13), edu-team (1)
Trond Myklebust                                   	        14	nfsv4 (14), gen-art (1), last-call (1)
Shivan Kaul Sahib                                 	        14	pearg (11), hrpc (1), httpbisa (1), icnrg (1)
Robin Marx                                        	        14	quic (8), httpbisa (3), quic-issues (3), qlog (1)
Vidhi Goel                                        	        14	quic-issues (13), tcpm (7), iccrg (5), quic (2)
Saulo José da Silva                               	        14	tm-rid (10), ipv6 (4)
Jerome Henry                                      	        14	tsvwg (12), madinas (1), raw (1)
Erik Auerswald                                    	        14	netmod (7), tools-discuss (5), mpls (1), panrg (1)
Sascha Preibisch                                  	        14	oauth (14)
Robert Kisteleki                                  	        14	sidrops (13), opsawg (1)
Eric Wang                                         	        14	opsec (14), tls (8)
Simon Frost                                       	        14	rats (14), teep (1)
David Waltermire                                  	        14	sacm (8), suit (6)
Juhamatti Kuusisaari                              	        14	tcpm (14)
Luke Curley                                       	        14	webtransport (13), tls (1)
Ahmed Bashandy                                    	        13	rtgwg (5), spring (5), lsr (2), 109attendees (1), ipv6 (1)
Adam W. Montville                                 	        13	sacm (10), last-call (3), secdir (3), 6lo (1), core (1), tls (1)
Elwyn B. Davies                                   	        13	gen-art (13), last-call (13), ace (3), dots (2), lsr (2), roll (2), 6lo (1), alto (1), dnsop (1), emu (1)
Ray Bellis                                        	        13	dnsop (10), add (3)
Daniel King                                       	        13	teas (5), ccamp (3), apn (2), netmod (1), nmrg (1), opsawg (1)
David Kemp                                        	        13	asdf (8), cbor (3), fdt (2), t2trg (2)
Boris Khasanov                                    	        13	teas (5), bess (3), lsvr (3), pce (2)
Santosh Pallagatti                                	        13	nvo3 (5), rtg-bfd (4), lsvr (2), bier (1), ietf-community-india (1)
Steve Lhomme                                      	        13	cellar (13)
Felix Günther                                     	        13	quic-issues (7), tls (4), cfrg (1), quic (1)
Philip Eardley                                    	        13	multipathtcp (8), coin (2), tsvwg (2), wgchairs (1)
Sri Gundavelli                                    	        13	dmm (10), madinas (3)
Linjian Song                                      	        13	dnsop (11), ietf (2)
Dragana Damjanovic                                	        13	quic-issues (9), masque (3), dnsop (1)
Jungha Hong                                       	        13	icnrg (11), t2trg (2)
Marc Mosko                                        	        13	icnrg (13)
mackermann@bcbsm.com                              	        13	last-call (10), tls (9), ietf (1), ippm (1), ipv6 (1)
Mark Davis                                        	        13	ietf-languages (13)
Liz Flynn                                         	        13	ietf109-team (7), tools-development (5), int-area (1)
Martin Horneffer                                  	        13	spring (11), ipv6 (1), teas-3272bis-design-team (1)
Nov Matake                                        	        13	oauth (13)
Тарас Гейченко                                    	        13	regext (13)
Tolga Asveren                                     	        13	v3 (11), rum (1), stir (1)
Darran Rolls                                      	        13	scim (13)
Ilpo Järvinen                                     	        13	tcpm (12), tsvwg (1)
Joel Höglund                                      	        12	cose (9), ace (1), core (1), lake (1)
James Manger                                      	        12	oauth (8), acme (2), cfrg (1), last-call (1), pkix (1)
Nicolai Leymann                                   	        12	mpls (5), ietf (4), add (1), pce (1), rtg-dir (1), wgchairs (1)
Simon Pietro Romano                               	        12	ietf (5), manycouches (3), emailcore (2), bier (1), quic (1)
Timothy Carlin                                    	        12	dhcwg (5), ipv6 (5), bmwg (2)
Young Lee                                         	        12	teas (8), ccamp (2), pce (2)
Stephen Cheng                                     	        12	ccamp (7), i2rs (4), netmod (1)
Emmanuel Baccelli                                 	        12	suit (3), t2trg (3), ccamp (1), core (1), icnrg (1), lwip (1), roll (1), rtg-dir (1), teep (1)
Jean-Philippe Aumasson                            	        12	cfrg (7), crypto-panel (7)
Xavier de Foy                                     	        12	t2trg (8), coin (4)
Hubert Kario                                      	        12	curdle (7), tls (4), uta (1)
Li Huang                                          	        12	dhcwg (12), last-call (3), iot-directorate (2), gen-art (1), ipv6 (1), v6ops (1)
Emad Omara                                        	        12	sframe (11), dispatch (9), secdispatch (1)
Kazunori Fujiwara                                 	        12	dnsop (12)
Willem Toorop                                     	        12	dnsop (12), last-call (3), secdir (3)
Tim Cappalli                                      	        12	id-event (6), oauth (3), emu (1), madinas (1), txauth (1)
Xiaoqing Zhu                                      	        12	rmcat (12), last-call (2), gen-art (1)
William Denniss                                   	        12	oauth (10), id-event (2)
Oliver Borchert                                   	        12	sidrops (11), idr (1)
Randy Presuhn                                     	        12	netmod (7), ietf (4), netconf (1)
Mehmet Ersue                                      	        12	yang-doctors (6), ietf (4), opsawg (2), last-call (1)
Florin Baboescu                                   	        12	quic (11), masque (1)
Igor Bryskin                                      	        12	teas (7), netmod (5), teas-ns-dt (1)
Werner Koch                                       	        12	openpgp (12)
Dr. Santosh Chokhani                              	        12	spasm (8), pkix (3), saag (1)
Peter Wu                                          	        12	tls (8), quic-issues (4)
Nevil Brownlee                                    	        12	rfced-future (11), wgchairs (1)
Jay Borkenhagen                                   	        12	sidrops (12)
Rejesh Shetty                                     	        12	spring (12)
Olivier Tilmans                                   	        12	tsvwg (7), tcpprague (5)
Devin Mullins                                     	        12	wpack (10), wellknown-uri-review (2)
Roland Jesske                                     	        11	sipcore (8), 3gpp-ietf-coord (2), last-call (2), 109attendees (1), gen-art (1), secdir (1)
Kireeti Kompella                                  	        11	mpls (10), last-call (4), 109attendees (1), ietf (1), rtg-dir (1), tsv-art (1)
Tim Evens                                         	        11	gen-art (7), last-call (7), grow (4), detnet (3), 6tisch (2), cbor (1), suit (1)
Simon Ser                                         	        11	acme (6), dmarc (3), tls-reg-review (2), ietf-822 (1)
John Heasley                                      	        11	idr (5), grow (2), ietf (2), last-call (2), opsawg (2), yang-doctors (2), admin-discuss (1)
J. William Atwood                                 	        11	mboned (5), anima (3), pim (2), xml2rfc (1)
Kaustubh Inamdar                                  	        11	dispatch (7), asap (4)
Richard Vallee                                    	        11	spring (6), bess (2), idr (2), ippm (1), ipv6 (1)
Vladimir Vassilev                                 	        11	bmwg (5), netmod (5), opsawg (1)
Yiu Lee                                           	        11	int-area (6), captive-portals (3), homenet (3), lsr (3), madinas (1)
Riad S. Wahby                                     	        11	cfrg (11)
Mike Hamburg                                      	        11	cfrg (11)
Kaname Nishizuka                                  	        11	dots (11)
Michael Slusarz                                   	        11	extra (11), gen-art (1), last-call (1)
Jeff Ahrenholz                                    	        11	hipsec (10), tm-rid (1)
Cong Li                                           	        11	spring (5), ipv6 (4), pce (2), idr (1), ietf (1)
Liu Yao                                           	        11	ipv6 (3), lsr (3), mpls (3), spring (3), idr (1), sfc (1)
Michael Rossberg                                  	        11	ipsec (11)
Stefano Salsano                                   	        11	spring (11), ipv6 (7)
Ronald in 't Velt                                 	        11	manet (11)
Eric Cornelissen                                  	        11	mls (11)
James Fields                                      	        11	nfsv4 (11)
Kristof Teichel                                   	        11	ntp (11)
Hariharan Ananthakrishnan                         	        11	pce (11)
Corinna Schmitt                                   	        11	raw (11)
Kenichi Ogaki                                     	        11	teas (11)
Jonathan Hoyland                                  	        11	tls (11)
Juna Hakala                                       	        11	urn (11)
Cindy Morgan                                      	        10	ieee-ietf-coord (6), 108all (1), 108attendees (1), 109all (1), tools-development (1)
Julien Maisonneuve                                	        10	ietf (5), tools-discuss (3), manycouches (2), 6gip (1), mmusic (1)
Charles E. Perkins                                	        10	roll (5), ietf (4), 6lo (1)
Dan Garcia-Carrillo                               	        10	emu (8), ace (6), core (5), lake (1)
Erik Andersen                                     	        10	spasm (9), anima (1), cfrg (1)
Scott Mansfield                                   	        10	ieee-ietf-coord (4), yang-doctors (3), anima (1), ietf (1), netmod (1), nmrg (1)
Jouni Korhonen                                    	        10	last-call (9), gen-art (5), dnsop (2), idr (2), behave (1), cose (1), detnet (1), int-dir (1), lsr (1), sidrops (1)
LucAndré Burdet                                   	        10	bess (10), last-call (1)
Wen Lin                                           	        10	bess (9), ipv6 (1)
Kausik Majumdar                                   	        10	bess (3), dmm (3), spring (2), idr (1), rtgwg (1)
Hongwei Li                                        	        10	netconf (3), codesprints (2), grow (2), pim (2), bess (1)
Ran Pang                                          	        10	ipv6 (3), spring (3), idr (2), bess (1), lsr (1)
Xiaohu Xu                                         	        10	bgp-autoconf (7), spring (2), ipv6 (1), mpls (1)
Benoît Viguier                                    	        10	cfrg (8), crypto-panel (2)
Kirsty Paine                                      	        10	covidimpacts-workshop (5), secdispatch (2), smart (2), mile (1), sacm (1)
Jon Callas                                        	        10	openpgp (4), secdispatch (2), crypto-panel (1), ietf-dkim (1), mls (1), saag (1)
Ron Frederick                                     	        10	curdle (10)
Julien ÉLIE                                       	        10	dispatch (4), emailcore (4), uta (2), last-call (1)
Ekow Sam                                          	        10	dispatch (5), ietf-smtp (5)
Darrel Miller                                     	        10	httpapi (7), dispatch (3)
Ólafur Guðmundsson                                	        10	dnsop (9), ietf (1)
chenmeiling                                       	        10	dots (6), emu (3), rats (1)
Leandro Navarro                                   	        10	gaia (10)
Yunan Gu                                          	        10	sidrops (7), grow (2), opsawg (1), opsec (1)
Gonzalo Camarillo                                 	        10	hipsec (4), ietf (3), quic (2), tram (1)
Stéphane Couture                                  	        10	hrpc (10)
Avri Doria                                        	        10	hrpc (9), ietf (1)
Huanan Chen                                       	        10	idr (4), lsr (2), pce (2), rtgwg (1), spring (1)
Wei Wang                                          	        10	idr (5), netconf (2), netmod (2), opsawg (1)
Fabio Bulgarella                                  	        10	ippm (9), quic (9), idr (1)
Enke Chen                                         	        10	idr (10)
Nalini Elkins                                     	        10	ietf-community-india (5), mls (2), v6ops (2), ippm (1)
Francois Clad                                     	        10	spring (9), ipv6 (1)
Mark McFadden                                     	        10	model-t (5), smart (3), maprg (1), privacy-pass (1)
Yimin Shen                                        	        10	rtgwg (7), mpls (2), spring (1)
Jiao Kang                                         	        10	tcpm (7), quic (3), multipathtcp (1)
Anthony Nadalin                                   	        10	txauth (5), oauth (2), scim (2), privacy-pass (1)
Karsten Meyer zu Selhausen                        	        10	oauth (10)
Joseph Yee                                        	        10	regext (10)
Tom Harrison                                      	        10	regext (10)
Li Zhao                                           	        10	roll (10)
Russ A. Penar                                     	        10	sipcore (10)
Jack Rickard                                      	        10	stir (10)
Sandy Ginoza                                      	         9	xml2rfc (4), rfced-future (2), 108all (1), avt (1), oauth (1)
Lixia Zhang                                       	         9	ietf (4), covidimpacts-workshop (2), icnrg (2), 108attendees (1)
Pascal Urien                                      	         9	tls (8), 109attendees (1), ietf (1), irtf-discuss (1), uta (1), wgchairs (1)
Szilveszter Nadas                                 	         9	109attendees (3), hackathon (2), iccrg (2), tcpprague (2)
Derrell Piper                                     	         9	secdir (9), last-call (7), sipcore (2), suit (2), 6lo (1), mpls (1), quic (1)
Stefanie Gerdes                                   	         9	ace (8), gen-art (1)
Emmanuel Bretelle                                 	         9	dns-privacy (5), dnsop (3), add (1)
Dan Wing                                          	         9	behave (3), add (1), captive-portals (1), cfrg (1), dns-privacy (1), dnsop (1), opsawg (1), tls (1), tram (1)
Börje Ohlman                                      	         9	alto (5), icnrg (4)
Qiao Xiang                                        	         9	alto (8), panrg (1)
Brian Weis                                        	         9	last-call (9), secdir (9), spring (4), alto (2), core (2), cose (1)
Chunshan Xiong                                    	         9	alto (9)
IAB Chair                                         	         9	ietf (7), ietf-announce (4), architecture-discuss (3), doh (1), rfc-interest (1)
Yakov Shafranovich                                	         9	saag (5), last-call (2), art (1), oauth (1)
Sreekanth Narayanan                               	         9	dispatch (7), asap (2)
krishnaswamy ananthamurthy                        	         9	bess (5), idr (4)
Sami Boutros                                      	         9	bess (8), idr (1), nvo3 (1)
Yubao Wang                                        	         9	bess (9)
Dirk Steinberg                                    	         9	spring (8), ipv6 (3), bess (1)
Leonard Rosenthol                                 	         9	rfc-interest (9), bimi (4)
Rafael Belchior                                   	         9	blockchain-interop (9)
Maciek Konstantynowicz                            	         9	bmwg (9)
Kio Smallwood                                     	         9	cbor (9)
xiaobingNIU                                       	         9	ccamp (9)
Roque Gagliano                                    	         9	opsawg (8), ccamp (1)
Manu Sporny                                       	         9	media-types (5), httpbisa (3), cfrg (1)
Abhijan Bhattacharyya                             	         9	core (8), qirg (1)
Fabrice Theoleyre                                 	         9	raw (8), detnet (2)
Dmytro Shytyi                                     	         9	netmod (3), opsawg (3), ipv6 (2), v6ops (2), dhcwg (1)
Evan Hunt                                         	         9	dnsop (7), dnsext (1), ietf (1)
Matthijs Mekking                                  	         9	dnsop (9)
Wassim Haddad                                     	         9	int-area (6), gen-art (2), ietf (1), last-call (1)
Will Law                                          	         9	hls-interest (9)
Evert Pot                                         	         9	httpapi (5), httpbisa (2), oauth (2)
Matthew Kerwin                                    	         9	httpbisa (5), ietf (4)
Donatas Abraitis                                  	         9	idr (9)
Michal Krsek                                      	         9	ietf (8), mops (1)
Bjoern A. Zeeb                                    	         9	ipv6 (7), v6ops (2), ietf (1)
Matt Mathis                                       	         9	tcpm (8), ietf (1)
Alice Russo                                       	         9	rfc-interest (5), xml2rfc (2), imapext (1), nfsv4 (1), tools-discuss (1)
Ash Wilson                                        	         9	iot-onboarding (8), secdispatch (2), sipcore (1)
Peter Blomqvist                                   	         9	lake (9)
Shawn M Emery                                     	         9	secdir (9), last-call (6)
Ivan Arce                                         	         9	last-call (9)
Chen Li                                           	         9	nmrg (9)
Steven Allen                                      	         9	ntp (9)
Matthew de Haast                                  	         9	txauth (5), oauth (4)
Shota Nagayama                                    	         9	qirg (9)
Qing An                                           	         9	quic (7), quic-issues (2)
Rui Paulo                                         	         9	quic-issues (9)
Jody Kolker                                       	         9	regext (9)
Tony Hansen                                       	         9	rfc-interest (4), wgchairs (3), rfc-markdown (2), xml2rfc (2), xml2rfc-dev (2)
Chris Wendt                                       	         9	stir (6), sipcore (3)
Stephen R Moore                                   	         9	txauth (9)
Puneet Sood                                       	         8	dnsop (4), dns-privacy (2), 107attendees (1), add (1), ietf (1)
Ryan Cross                                        	         8	it-test (4), 108attendees (1), testlist (1), tools-implementation (1), webdav (1)
Younghwan Choi                                    	         8	6lo (8)
Robin Wilton                                      	         8	model-t (8), architecture-discuss (1)
Mo Zanaty                                         	         8	avt (3), mmusic (2), v3 (2), wgchairs (1)
Ye-Kui Wang                                       	         8	avt (8)
Theophile Bastian                                 	         8	babel (8)
Anoop Ghanwani                                    	         8	bess (8), idr (2)
daniel.bernier@bell.ca                            	         8	spring (4), ipv6 (3), bess (1), coin (1), idr (1)
Brian Monkman                                     	         8	bmwg (8)
David Bird                                        	         8	captive-portals (8)
Aihua Guo                                         	         8	ccamp (6), teas (2), last-call (1), rtg-dir (1)
Filippo Valsorda                                  	         8	tls (6), cfrg (2)
Hemant Singh                                      	         8	coin (7), hackathon (2)
Naveen Kottapalli                                 	         8	dhcwg (6), ipv6 (2), last-call (1), secdir (1)
Brad Peabody                                      	         8	ietf (5), dispatch (3)
R. (Miek) Gieben                                  	         8	dnsop (4), rfc-markdown (4), xml2rfc (2), xml2rfc-dev (2), fdt (1)
Suzanne Woolf                                     	         8	dnsop (8)
Timothy Morizot                                   	         8	dnsop (5), v6ops (3), rtgwg (2)
Giovane C. M. Moura                               	         8	dnsop (5), nmrg (3)
Libor Peltan                                      	         8	dnsop (8)
Andrew McConachie                                 	         8	dnsop (8)
Meral Shirazipour                                 	         8	gen-art (8), last-call (3), dnsop (1), extra (1), tls (1)
Yuhei Hayashi                                     	         8	dots (8)
Ebben Aries                                       	         8	yang-doctors (8), dots (4), last-call (2), teas (1)
Stephan Bosch                                     	         8	extra (6), jmap (2)
Jiankang Yao                                      	         8	extra (3), ietf-smtp (2), i18ndir (1), ima (1), regext (1)
Austin Wright                                     	         8	httpbisa (7), httpapi (1)
Mike West                                         	         8	httpbisa (8)
Junxiao Shi                                       	         8	icnrg (8)
Rute C. Sofia                                     	         8	icnrg (4), raw (3), t2trg (1)
Mehmet Toy                                        	         8	lsr (6), idr (1), rtgwg (1)
Paul Congdon                                      	         8	rdma-cc-interest (6), ieee-ietf-coord (2)
Jxck                                              	         8	quic-issues (6), ietf (2)
Iain R. Learmonth                                 	         8	int-area (8)
José Ignacio Alvarez-Hamelin                      	         8	ippm (8), last-call (2), rtg-dir (1), secdir (1)
William A. Simpson                                	         8	ipsec (8)
Parag Kaneriya                                    	         8	ipv6 (4), lsr (3), spring (2)
Loba Olopade                                      	         8	ipv6 (8), v6ops (4)
AlbertoRodriguezNatal                             	         8	lisp (7), secdir (1)
Albert Cabellos                                   	         8	lisp (8)
Henk Smit                                         	         8	lsr (8)
Rohit Abhishek                                    	         8	mmusic (8)
Michael Peck                                      	         8	oauth (8)
Marcus Brinkmann                                  	         8	openpgp (8)
Guy Harris                                        	         8	opsawg (8)
Timo Voelker                                      	         8	quic (6), tsvwg (2)
Giridhar Mandyam                                  	         8	rats (8)
Phil Hunt                                         	         8	scim (8)
Douglas Stebila                                   	         8	tls (7), secdispatch (1)
Yi Huang                                          	         8	tcpm (8)
Matthew Hodgson                                   	         8	tools-discuss (8)
Joanna Dang                                       	         7	irtf-discuss (3), 108-newcomers (1), 108attendees (1), 109-newcomers (1), 109attendees (1)
Lucy Lynch                                        	         7	ietf (4), 108attendees (1), 109attendees (1), rfced-future (1)
Diego Roberto Dujovne                             	         7	6tisch (2), lp-wan (2), raw (2), 6lo (1), detnet (1), last-call (1), secdir (1)
Kerry Lynn                                        	         7	ipv6 (4), 6lo (2), ietf-hub-boston (1)
Roland Bracewell Shoemaker                        	         7	acme (7)
Kenji Baheux                                      	         7	add (7)
Pan Lanlan                                        	         7	dnsop (3), add (2), tls (2)
Shane Kerr                                        	         7	dnsop (6), add (1)
Xun Xiao                                          	         7	anima (7)
Jie Yang                                          	         7	opsawg (5), anima (2)
Joachim Fabini                                    	         7	model-t (3), ippm (2), ntp (2), architecture-discuss (1)
Wouter van der Beek                               	         7	asdf (7), t2trg (2)
Neeraj Malhotra                                   	         7	bess (7)
He Jiang                                          	         7	bess (4), mpls (3)
Hao Weiguo                                        	         7	idr (6), bess (1)
Clarence Filsfils                                 	         7	bess (3), idr (2), lsr (2)
John Leddy                                        	         7	spring (6), ipv6 (4), bess (1)
Suhas Nandakumar                                  	         7	gen-art (4), last-call (4), bfcpbis (3), mmusic (3), nfsv4 (3)
Liang Geng                                        	         7	bier (4), netmod (2), opsawg (1)
Michael Menth                                     	         7	bier (6), coin (2), rtgwg (2), mpls (1)
Ujjwal Sharma                                     	         7	calsify (7)
Gert Grammel                                      	         7	ccamp (6), teas (1)
Leonid Reyzin                                     	         7	crypto-panel (4), cfrg (3)
Allison Mankin                                    	         7	dns-privacy (3), cfrg (1), ecrit (1), pearg (1), wgchairs (1)
Ian Goldberg                                      	         7	cfrg (6), privacy-pass (1)
Aaron Ding                                        	         7	coin (4), icnrg (3), t2trg (3), din (1)
Yeoncheol Ryoo                                    	         7	detnet (7)
Eric Burger                                       	         7	lemonade (4), stir (2), din (1), imapext (1)
Zhiwei Yan                                        	         7	dns-privacy (4), its (2), dmm (1)
Alexander Mayrhofer                               	         7	regext (5), dns-privacy (1), ietf (1)
Tuomas Aura                                       	         7	emu (7)
Terry Burton                                      	         7	emu (7)
Wayne Cutler                                      	         7	enum (6), teas (1)
John Border                                       	         7	etosat (4), quic (3), gendispatch (1), masque (1)
Scott Morgan                                      	         7	fdt (5), webtransport (3)
Stefan Eissing                                    	         7	httpbisa (7)
Rui Miao                                          	         7	tsvwg (4), iccrg (3)
Paulo Mendes                                      	         7	icnrg (7)
Srihari R. Sangli                                 	         7	ipv6 (5), idr (2), spring (1)
Yanhe Fan                                         	         7	lsr (5), idr (2)
David Smith                                       	         7	regext (5), idr (2)
Robert Varga                                      	         7	netconf (4), netmod (2), idr (1)
Dr. Craig Partridge                               	         7	ietf (7)
Brian Pawlowski                                   	         7	nfsv4 (7), ietf (2)
Paul D. Smith                                     	         7	ietf-smtp (7)
Olufemi Komolafe                                  	         7	igmp-mld-bis (5), mboned (2), pim (1)
Jon Maloy                                         	         7	int-area (7)
Jaganbabu Rajamanickam                            	         7	spring (6), ippm (1)
Marko Mikulicic                                   	         7	jsonpath (7)
Olivier Dugeon                                    	         7	lsr (4), pce (3)
Pushpasis Sarkar                                  	         7	lsvr (6), spring (1)
Alex Chernyakhovsky                               	         7	masque (7)
Siva Sivabalan                                    	         7	pce (5), mpls (1), spring (1)
Per Andersson                                     	         7	netconf (7)
Amina Boubendir                                   	         7	nmrg (7)
Pedro Martinez-Julia                              	         7	nmrg (4), opsawg (3)
Lee McGovern                                      	         7	txauth (5), oauth (2)
Andrii Deinega                                    	         7	oauth (6), txauth (1)
Yanmei Liu                                        	         7	quic (7)
Quentin De Coninck                                	         7	quic (5), quic-issues (2)
Matt Olson                                        	         7	quic-issues (7)
Eugene Christensen                                	         7	rum (7)
Magnus Nystrom                                    	         7	secdir (7)
Oleg Muravskiy                                    	         7	sidrops (7)
Lijun Liao                                        	         7	spasm (7)
Nimrod Aviram                                     	         7	tls (7)
Maksim Proshin                                    	         7	tsvwg (7)
Tobias Looker                                     	         7	txauth (7)
Virat Tara                                        	         7	webtransport (7)
Frode Kileng                                      	         6	tcpm (4), 108attendees (1), ietf (1)
Dean Bogdanović                                   	         6	nmrg (5), 109attendees (1)
Fraser Tweedale                                   	         6	acme (5), cfrg (1)
Joey Salazar                                      	         6	qirg (3), add (1), dnsop (1), pearg (1)
Shuanglong Chen                                   	         6	anima (2), bess (2), idr (2)
Bill Woodcock                                     	         6	dnsop (3), dns-privacy (2), architecture-discuss (1)
Phil Archer                                       	         6	art (4), httpapi (1), wellknown-uri-review (1)
Michael Koster                                    	         6	asdf (4), core (2)
Yong Xin                                          	         6	avt (6)
Swadesh Agrawal                                   	         6	bess (4), idr (1), ipv6 (1)
Bin Wen                                           	         6	pce (2), spring (2), bess (1), ippm (1)
Christian Jacquenet                               	         6	opsawg (2), sfc (2), bess (1), tm-rid (1)
Basil Najem                                       	         6	bess (6)
Himanshu C. Shah                                  	         6	bess (2), last-call (2), rtg-dir (2), lsr (1), mpls (1), pim (1), spring (1)
Alan Ford                                         	         6	multipathtcp (5), bfcpbis (1)
Chang Liu                                         	         6	ippm (2), netmod (2), bier (1), opsawg (1)
Martin Hargreaves                                 	         6	blockchain-interop (6)
Subash Tirupachur Comerica                        	         6	captive-portals (6), last-call (2)
Michael Toomim                                    	         6	httpbisa (3), dispatch (2), cbor (1)
Gabriele Galimberti                               	         6	ccamp (4), teas (2)
Moritz Bunkus                                     	         6	cellar (6)
Julia Len                                         	         6	cfrg (6)
Armando Faz-Hernández                             	         6	cfrg (6)
Ike Kunze                                         	         6	coin (6)
Martin Schanzenbach                               	         6	secdispatch (3), din (2), oauth (1)
Jan Včelák                                        	         6	dns-privacy (3), dnsop (3)
Ondřej Surý                                       	         6	dnsop (5), last-call (3), secdir (3), dns-privacy (1)
Hugo Salgado                                      	         6	dnsop (5), ietf (1)
Robert Edmonds                                    	         6	dnsop (6)
Jonathan Huii                                     	         6	dnssd (6)
Jouni Malinen                                     	         6	emu (6)
Marcus Ihlar                                      	         6	masque (5), etosat (1), ippm (1), quic (1)
Mingui Zhang                                      	         6	rtg-dir (4), rtgwg (4), gen-art (2), last-call (2)
Greg Skinner                                      	         6	grow (3), idr (1), ietf (1), rfced-future (1)
Paolo Lucente                                     	         6	grow (5), opsawg (1)
James Fuller                                      	         6	httpbisa (6)
Kari Hurtta                                       	         6	httpbisa (6)
James M. Snell                                    	         6	httpbisa (6)
Gareth Tyson                                      	         6	icnrg (5), maprg (1)
Bjorn Hjelm                                       	         6	txauth (3), id-event (2), oauth (1)
